id,title,authors,language_code,original_publication_year,average_rating,ratings_count,isbn,image_url
9697,"The Finding (Law of the Lycans, #5)",Nicky Charles,eng,2011,4.18,11174,,https://images.gr-assets.com/books/1344881680m/10468258.jpg
9698,I Can Read With My Eyes Shut!,Dr. Seuss,en-GB,1978,4.17,13821,7158513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9699,Nemesis,Isaac Asimov,eng,1989,3.75,10788,553286285,https://images.gr-assets.com/books/1336582027m/302625.jpg
9700,"The First 90 Days, Updated and Expanded: Critical Success Strategies for New Leaders at All Levels",Michael D. Watkins,eng,2003,3.81,5490,1422188612,https://images.gr-assets.com/books/1354903827m/15824358.jpg
9701,Lost Stars (Star Wars: Journey to the Force Awakens),Claudia Gray,eng,2015,4.25,8861,1484724984,https://images.gr-assets.com/books/1462731623m/25067046.jpg
9702,"Carry On, Mr. Bowditch",Jean Lee Latham,eng,1955,4.11,11933,618250743,https://images.gr-assets.com/books/1480110382m/128048.jpg
9703,"Hard Limit (Hacker, #4)",Meredith Wild,,2014,4.34,4754,,https://images.gr-assets.com/books/1414594976m/22474626.jpg
9704,"The Pretty Committee Strikes Back (The Clique, #5)",Lisi Harrison,,2006,3.84,12307,316115002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9705,The Lake (The Lake Trilogy #1),AnnaLisa Grant,eng,2013,3.75,8057,,https://images.gr-assets.com/books/1461854990m/17794657.jpg
9706,"Jake Undone (Jake, #1)",Penelope Ward,eng,2013,4.15,14870,,https://images.gr-assets.com/books/1374834443m/18243828.jpg
9707,Wit,Margaret Edson,en-US,1995,4.2,10601,571198775,https://images.gr-assets.com/books/1327908183m/171201.jpg
9708,"Dial L for Loser (The Clique, #6)",Lisi Harrison,,2006,3.8,11736,316115045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9709,The Hunger Pains: A Parody,The Harvard Lampoon,en-GB,2012,3.89,8619,1451668201,https://images.gr-assets.com/books/1344395623m/13031445.jpg
9710,"The Rats (Rats, #1)",James Herbert,eng,1974,3.92,10517,333761189,https://images.gr-assets.com/books/1356454885m/397867.jpg
9711,"The Wandering Fire (The Fionavar Tapestry, #2)",Guy Gavriel Kay,en-US,1986,4.11,11935,451458265,https://images.gr-assets.com/books/1389962006m/104088.jpg
9712,"Magic Binds (Kate Daniels, #9)",Ilona Andrews,eng,2016,4.57,10983,425270696,https://images.gr-assets.com/books/1454609590m/17333174.jpg
9713,"The Wild Ones (The Wild Ones, #1)",M. Leighton,eng,2012,3.94,16160,,https://images.gr-assets.com/books/1343215803m/15761241.jpg
9714,The River Why,David James Duncan,,1983,4.24,7735,553344862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9715,Incendiary,Chris Cleave,eng,2005,3.59,8718,1400096685,https://images.gr-assets.com/books/1320474372m/701738.jpg
9716,Hammer of the Gods,Stephen Davis,en-US,1985,3.83,8226,425182134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9717,Winter in Madrid,C.J. Sansom,eng,2006,3.79,8629,330411985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9718,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life","Gretchen Rubin, Käthe Mazur",eng,2012,3.48,6058,449014398,https://images.gr-assets.com/books/1344014249m/13414599.jpg
9719,Silver Bay,Jojo Moyes,eng,2007,3.62,9008,340895934,https://images.gr-assets.com/books/1415583591m/2895896.jpg
9720,The Invention of Morel,"Adolfo Bioy Casares, Suzanne Jill Levine, Jorge Luis Borges, Ruth L.C. Simms, Norah Borges de Torre",eng,1940,4.05,8669,1590170571,https://images.gr-assets.com/books/1327960951m/94486.jpg
9721,The Fall of Berlin 1945,Antony Beevor,eng,1998,4.27,8443,142002801,https://images.gr-assets.com/books/1312049741m/42661.jpg
9722,The Water-Method Man,John Irving,,1972,3.34,9725,034541800X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9723,"A War of Gifts (Ender's Saga, #1.1)",Orson Scott Card,en-US,2007,3.66,11643,765312824,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9724,"Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4)",Dav Pilkey,en-GB,2000,4.12,9566,439998190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9725,"UnDivided (Unwind, #4)",Neal Shusterman,eng,2014,4.48,11403,,https://images.gr-assets.com/books/1392097377m/17950614.jpg
9726,The Empathy Exams: Essays,Leslie Jamison,eng,2014,3.62,9280,1555976719,https://images.gr-assets.com/books/1405924561m/17934655.jpg
9727,"Heretic (The Grail Quest, #3)",Bernard Cornwell,,2003,4.11,8916,006053284X,https://images.gr-assets.com/books/1382119406m/261083.jpg
9728,"Bay of Sighs (The Guardians Trilogy, #2)",Nora Roberts,eng,2016,4.15,6822,042528011X,https://images.gr-assets.com/books/1458263001m/27209407.jpg
9729,"The Duchess War (Brothers Sinister, #1)",Courtney Milan,eng,2012,3.82,12494,1937248097,https://images.gr-assets.com/books/1363009176m/13489919.jpg
9730,"Millennium Snow, Vol. 1",Bisco Hatori,en-US,2001,4.04,11293,1421512025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9731,Double Whammy,Carl Hiaasen,eng,1987,3.92,9622,446695661,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9732,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,Henry Hazlitt,,1946,4.22,9028,517548233,https://images.gr-assets.com/books/1320423284m/3028.jpg
9733,"Darker After Midnight (Midnight Breed, #10)",Lara Adrian,eng,2012,4.37,14264,1849013764,https://images.gr-assets.com/books/1313987798m/12042279.jpg
9734,"Mad Dogs (Cherub, #8)",Robert Muchamore,eng,2007,4.25,10258,340911719,https://images.gr-assets.com/books/1417330634m/2025787.jpg
9735,"Lines of Departure (Frontlines, #2)",Marko Kloos,eng,2014,4.08,5110,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9736,Be Frank With Me,Julia Claiborne Johnson,eng,2016,3.9,9044,62413716,https://images.gr-assets.com/books/1449425543m/25817528.jpg
9737,Better than Life (Red Dwarf #2),Grant Naylor,eng,1990,4.05,9213,451452313,https://images.gr-assets.com/books/1301794541m/73051.jpg
9738,"Dirty (Dive Bar, #1)",Kylie Scott,eng,2016,3.92,13948,1250083214,https://images.gr-assets.com/books/1444317627m/25671827.jpg
9739,Halo: Ghosts of Onyx,Eric S. Nylund,en-US,2006,4.15,7997,765354705,https://images.gr-assets.com/books/1317792529m/94798.jpg
9740,"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",Rick Riordan,,2009,4.28,14502,955944686,https://images.gr-assets.com/books/1327349413m/4837112.jpg
9741,"The Walking Dead, Vol. 13: Too Far Gone","Robert Kirkman, Charlie Adlard, Cliff Rathburn",,2010,4.23,11521,1607063298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9742,"Mates, Dates, and Inflatable Bras (Mates, Dates, #1)",Cathy Hopkins,eng,2001,3.73,10270,689855443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9743,Going After Cacciato,Tim O'Brien,eng,1978,3.9,9188,767904427,https://images.gr-assets.com/books/1399498199m/3446.jpg
9744,"Little House on Rocky Ridge (Little House: The Rocky Ridge Years, #1)","Roger Lea MacBride, David Gilleece",en-US,1993,3.83,14135,64404781,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9745,"Not Quite Dating (Not Quite, #1)",Catherine Bybee,eng,2012,3.88,7880,1612187145,https://images.gr-assets.com/books/1350588787m/15954546.jpg
9746,In a People House,"Dr. Seuss, Theo LeSieg, Roy McKie",eng,1972,4.13,11977,394823958,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9747,"Kindred in Death (In Death, #29)",J.D. Robb,eng,2009,4.31,13207,749928999,https://images.gr-assets.com/books/1348954491m/5943970.jpg
9748,Lucky You,Carl Hiaasen,en-GB,1991,3.84,9144,330369032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9749,Hunters of Dune (Dune Chronicles #7),"Brian Herbert, Kevin J. Anderson",en-US,2006,3.62,9121,765312921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9750,"Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free",Héctor Tobar,eng,2014,3.9,6123,374280606,https://images.gr-assets.com/books/1398199578m/20575440.jpg
9751,How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer,,1975,4.16,9124,891072926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9752,Belzhar,Meg Wolitzer,,2014,3.46,10432,525423052,https://images.gr-assets.com/books/1395326170m/20821376.jpg
9753,The Story of Ruby Bridges,"Robert Coles, George Ford",eng,1995,4.41,9703,439598443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9754,Invitation to a Beheading,Vladimir Nabokov,eng,1936,3.94,8812,679725318,https://images.gr-assets.com/books/1405182507m/376561.jpg
9755,"Debt Inheritance (Indebted, #1)",Pepper Winters,eng,2014,3.79,14713,1500607533,https://images.gr-assets.com/books/1395175825m/21400356.jpg
9756,The Midwife of Hope River,Patricia Harman,eng,2012,4,7736,62198890,https://images.gr-assets.com/books/1344449564m/13508021.jpg
9757,"Stand Tall, Molly Lou Melon","Patty Lovell, David Catrow",en-US,1994,4.39,11397,399234160,https://images.gr-assets.com/books/1314105738m/1145862.jpg
9758,The Complete Robot (Robot #0.3),Isaac Asimov,eng,1982,4.34,10362,586057242,https://images.gr-assets.com/books/1405467461m/50091.jpg
9759,Another Bullshit Night in Suck City,Nick Flynn,eng,2004,3.77,8441,393329402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9760,"The Covenant (Abram's Daughters, #1)",Beverly  Lewis,,2002,4.12,9408,764223305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9761,How Green Was My Valley,Richard Llewellyn,eng,1939,4.16,10648,141185856,https://images.gr-assets.com/books/1440708862m/40496.jpg
9762,Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,"Robert T. Kiyosaki, Sharon L. Lechter",,2000,3.94,7950,446677469,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9763,The Chosen One,Carol Lynch Williams,eng,2009,3.85,12865,312555113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9764,The Negotiator,Frederick Forsyth,eng,1989,3.95,8683,553283936,https://images.gr-assets.com/books/1320493289m/109510.jpg
9765,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal","Jim Loehr, Tony Schwartz",eng,2003,4.03,8437,743226755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9766,The Decline and Fall of the Roman Empire,"Edward Gibbon, Daniel J. Boorstin, Gian Battista Piranesi, Hans-Friedrich Mueller",eng,1776,3.96,8182,375758119,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9767,Ox-Cart Man (Picture Puffin),"Donald Hall, Barbara Cooney",eng,1979,4.03,12019,140504419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9768,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,eng,1980,4.22,9711,446676977,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9769,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,Jenny Han,eng,2009,4.46,9308,144244228X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9770,مخطوطة بن إسحاق: مدينة الموتى,حسن الجندي,ara,2009,3.76,8103,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9771,Those Girls,Chevy Stevens,,2015,3.85,10253,1250034582,https://images.gr-assets.com/books/1462090625m/23014603.jpg
9772,The Amateur Marriage,Anne Tyler,,2004,3.59,11527,345472454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9773,"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)","Hugh Lofting, Michael Hague",,1922,4,11534,60776005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9774,"Mortal Coil (Skulduggery Pleasant, #5)",Derek Landy,eng,2010,4.48,10972,7325983,https://images.gr-assets.com/books/1442456495m/8113344.jpg
9775,"Sweet Tooth, Volume 1: Out of the Deep Woods","Jeff Lemire, José Villarrubia, Carlos M. Mangual",eng,2010,3.9,11306,1401226965,https://images.gr-assets.com/books/1406510539m/6954438.jpg
9776,"Seventh Grave and No Body (Charley Davidson, #7)",Darynda Jones,eng,2014,4.4,13598,1250045649,https://images.gr-assets.com/books/1394039455m/19286674.jpg
9777,Half Way Home,Hugh Howey,en-GB,2010,3.7,5012,,https://images.gr-assets.com/books/1374845830m/8428984.jpg
9778,Captain Blood,Rafael Sabatini,eng,1922,4.16,9714,1406800163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9779,Iron Man: Extremis,"Warren Ellis, Adi Granov",eng,2004,4.08,9338,785122583,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9780,Necronomicon: The Best Weird Tales,"H.P. Lovecraft, Les Edwards, Stephen Jones",en-GB,1930,4.29,8344,575081562,https://images.gr-assets.com/books/1264059645m/1335019.jpg
9781,Maid-sama! Vol. 02 (Maid-sama! #2),Hiro Fujiwara,eng,2007,4.53,9843,142781404X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9782,"The Remaining (The Remaining, #1)",D.J. Molles,eng,2012,4.08,8306,,https://images.gr-assets.com/books/1343344146m/13431827.jpg
9783,"Batman, Volume 3: Death of the Family","Scott Snyder, Greg Capullo, Jonathan Glapion",eng,2013,4.33,8229,1401242340,https://images.gr-assets.com/books/1376507913m/17671913.jpg
9784,Selected Poems,"E.E. Cummings, Richard S. Kennedy",eng,1994,4.22,11174,871401541,https://images.gr-assets.com/books/1320891958m/26599.jpg
9785,La Mécanique du cœur,Mathias Malzieu,fre,2007,3.6,5497,2081208164,https://images.gr-assets.com/books/1327407179m/2133827.jpg
9786,The Good Father,Diane Chamberlain,eng,2012,3.94,10068,778313468,https://images.gr-assets.com/books/1328218551m/13035050.jpg
9787,We Are Called to Rise,Laura  McBride,eng,2014,3.94,5687,1476738963,https://images.gr-assets.com/books/1403347563m/18271235.jpg
9788,Hope: A Memoir of Survival in Cleveland,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",eng,2015,4.27,3799,525427651,https://images.gr-assets.com/books/1421708177m/23399022.jpg
9789,"Night Probe! (Dirk Pitt, #6)",Clive Cussler,eng,1981,3.89,10705,553277405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9790,The Story of B: An Adventure of the Mind and Spirit,Daniel Quinn,eng,1996,4.11,7730,553379011,https://images.gr-assets.com/books/1403169485m/214579.jpg
9791,A Window Opens,Elisabeth Egan,eng,2015,3.53,8544,1501105434,https://images.gr-assets.com/books/1440378428m/23569783.jpg
9792,The Knockoff,"Lucy Sykes, Jo Piazza",,2015,3.63,7861,385539584,https://images.gr-assets.com/books/1415582468m/23012475.jpg
9793,Strangers on a Train,Patricia Highsmith,eng,1950,3.82,9788,393321983,https://images.gr-assets.com/books/1331234879m/15677.jpg
9794,Unless,Carol Shields,eng,2002,3.63,9822,7154615,https://images.gr-assets.com/books/1327970989m/74462.jpg
9795,"Silent in the Grave (Lady Julia Grey, #1)",Deanna Raybourn,eng,2006,3.91,13731,778324109,https://images.gr-assets.com/books/1483424891m/267869.jpg
9796,"A Kiss for Little Bear (An I Can Read Book) by Minarik, Else Holmelund [1984]","Else Holmelund Minarik, Maurice Sendak",,1968,4.31,11063,64440508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9797,"Command Authority (Jack Ryan Universe, #16)","Tom Clancy, Mark Greaney",eng,2013,4.08,6805,399160477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9798,"Bleach, Volume 03",Tite Kubo,eng,2002,4.31,11365,1591164435,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9799,"The Space Between (Outlander, #7.5)",Diana Gabaldon,eng,2013,4.22,10814,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9800,Cinderella,"Loek Koopmans, Charles Perrault, Anthea Bell",eng,1812,4.22,9836,735814864,https://images.gr-assets.com/books/1393792231m/209631.jpg
9801,Zoya,Danielle Steel,,1988,3.95,10358,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9802,Rump: The True Story of Rumpelstiltskin,Liesl Shurtliff,eng,2013,4.04,11376,307977935,https://images.gr-assets.com/books/1343071412m/15766776.jpg
9803,The Berenstain Bears and Too Much TV,"Stan Berenstain, Jan Berenstain",eng,1984,4,11036,394865707,https://images.gr-assets.com/books/1457297865m/201138.jpg
9804,"Heartstone (Matthew Shardlake, #5)",C.J. Sansom,eng,2010,4.31,8297,230711251,https://images.gr-assets.com/books/1272182205m/7027569.jpg
9805,Open Season,Linda Howard,eng,2001,4.01,14653,671027581,https://images.gr-assets.com/books/1324869940m/420734.jpg
9806,"One Piece, Volume 38: Rocketman!! (One Piece, #38)",Eiichirō Oda,,2005,4.63,8441,1421534541,https://images.gr-assets.com/books/1397155647m/6801614.jpg
9807,"Corrupt (Devil's Night, #1)","Penelope Douglas, Jeremy York, Tatiana Sokolov",en-CA,2015,4.04,13760,1518783872,https://images.gr-assets.com/books/1398947518m/21981841.jpg
9808,The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,eng,2007,4.22,7533,140130138X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9809,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Marie Kondō,eng,2016,3.82,10483,1607749726,https://images.gr-assets.com/books/1435598787m/25614984.jpg
9810,The Afghan,Frederick Forsyth,eng,2006,3.64,7792,399153942,https://images.gr-assets.com/books/1309198395m/109509.jpg
9811,"The Bite Before Christmas (Argeneau, #15.5; Night Huntress, #6.5)","Lynsay Sands, Jeaniene Frost",eng,2011,4.16,14209,62101315,https://images.gr-assets.com/books/1328313295m/10518110.jpg
9812,Frederica,Georgette Heyer,eng,1965,4.15,12198,99465647,https://images.gr-assets.com/books/1395082866m/311196.jpg
9813,Perfect,Natasha Friend,eng,2004,3.77,11497,1571316515,https://images.gr-assets.com/books/1328750860m/97408.jpg
9814,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",Kevin J. Anderson,eng,1994,3.67,10605,055329802X,https://images.gr-assets.com/books/1327008722m/513207.jpg
9815,Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treat,Martha Stewart,,2009,4.11,8317,307460444,https://images.gr-assets.com/books/1320443899m/5103512.jpg
9816,Neighbor Dearest,Penelope Ward,,2016,4.23,10891,,https://images.gr-assets.com/books/1467960990m/30364931.jpg
